lipsUpperOuter_61,lipsUpperOuter_185,lipsUpperOuter_40,lipsUpperOuter_39,lipsUpperOuter_37,lipsUpperOuter_0,lipsUpperOuter_267,lipsUpperOuter_269,lipsUpperOuter_270,lipsUpperOuter_409,lipsUpperOuter_291,lipsLowerOuter_146,lipsLowerOuter_91,lipsLowerOuter_181,lipsLowerOuter_84,lipsLowerOuter_17,lipsLowerOuter_314,lipsLowerOuter_405,lipsLowerOuter_321,lipsLowerOuter_375,lipsLowerOuter_291,lipsUpperInner_78,lipsUpperInner_191,lipsUpperInner_80,lipsUpperInner_81,lipsUpperInner_82,lipsUpperInner_13,lipsUpperInner_312,lipsUpperInner_311,lipsUpperInner_310,lipsUpperInner_415,lipsUpperInner_308,lipsLowerInner_78,lipsLowerInner_95,lipsLowerInner_88,lipsLowerInner_178,lipsLowerInner_87,lipsLowerInner_14,lipsLowerInner_317,lipsLowerInner_402,lipsLowerInner_318,lipsLowerInner_324,lipsLowerInner_308,rightEyeLower3_143,rightEyeLower3_111,rightEyeLower3_117,rightEyeLower3_118,rightEyeLower3_119,rightEyeLower3_120,rightEyeLower3_121,rightEyeLower3_128,rightEyeLower3_245,rightEyebrowUpper_156,rightEyebrowUpper_70,rightEyebrowUpper_63,rightEyebrowUpper_105,rightEyebrowUpper_66,rightEyebrowUpper_107,rightEyebrowUpper_55,rightEyebrowUpper_193,leftEyeLower0_263,leftEyeLower0_249,leftEyeLower0_390,leftEyeLower0_373,leftEyeLower0_374,leftEyeLower0_380,leftEyeLower0_381,leftEyeLower0_382,leftEyeLower0_362,leftEyebrowUpper_383,leftEyebrowUpper_300,leftEyebrowUpper_293,leftEyebrowUpper_334,leftEyebrowUpper_296,leftEyebrowUpper_336,leftEyebrowUpper_285,leftEyebrowUpper_417,rightCheek_205,rightCheek_137,rightCheek_123,rightCheek_50,rightCheek_203,rightCheek_177,rightCheek_147,rightCheek_187,rightCheek_207,rightCheek_216,rightCheek_215,rightCheek_213,rightCheek_192,rightCheek_214,rightCheek_212,rightCheek_138,rightCheek_135,rightCheek_210,rightCheek_169,leftCheek_425,leftCheek_352,leftCheek_280,leftCheek_330,leftCheek_266,leftCheek_423,leftCheek_426,leftCheek_427,leftCheek_411,leftCheek_376,leftCheek_436,leftCheek_416,leftCheek_432,leftCheek_434,leftCheek_422,leftCheek_430,leftCheek_364,leftCheek_394,leftCheek_371,is_stroke_face
-2.430717987,-2.407300226,-2.599866764,-3.014729268,-5.600999206,48.54623044,4.551589006,2.627838758,2.307190377,2.163084267,2.201956562,-2.796867948,-3.464056018,-5.153700554,-10.83118891,56.01361125,7.917643829,4.369823122,3.083726367,2.522023668,2.201956562,-2.768151703,-3.225398933,-4.005979268,-5.654088717,-11.58863937,65.2966202,8.773839851,4.921126253,3.638951574,2.984488477,2.55910094,-2.768151703,-3.293165296,-3.886853606,-5.481487009,-10.99625036,63.51365094,8.272235239,4.727303245,3.500569949,3.031996519,2.55910094,0.652361038,0.510934361,0.425708866,0.433753588,0.663083873,1.051238923,1.60011288,2.382155611,3.620635121,0.967689357,1.26192552,1.588103015,2.02388538,2.76849841,4.750717417,4.635456403,5.537703135,-1.436196346,-1.435083839,-1.473205122,-1.57005795,-1.82371342,-2.243035721,-2.90533068,-3.544269494,-4.005062801,-1.305425266,-1.672473711,-2.089156015,-2.70389992,-3.921503921,-8.614309518,-8.713202281,-14.5700453,-0.303570048,-0.002221536,0.035149712,-0.010678196,-0.467062802,-0.32101256,-0.278292041,-0.418354621,-0.660746058,-1.080014084,-0.660150753,-0.572093715,-0.874359952,-1.270252301,-1.503519445,-1.080076507,-1.52271579,-1.953625344,-2.119315536,0.163743439,-0.198885461,-0.152846728,-0.577094207,-0.202772159,0.33319561,0.614308955,0.537547065,0.289408985,0.145457543,0.952488242,0.767834975,1.365176526,1.15474194,1.893670849,1.805554211,1.421682833,1.975293473,-0.639010357,1
-1.550007972,-1.532683899,-1.666241575,-1.927990267,-3.099603969,-11.00551361,7.739744379,3.310699046,2.694971112,2.422202079,2.428004695,-1.820620972,-2.245778627,-3.124964886,-5.087223813,-13.70476131,21.72886696,6.345424521,3.804330331,2.916980031,2.428004695,-1.769649281,-1.989489973,-2.393472943,-3.141293303,-4.859339494,-12.29956565,25.74286704,6.991025428,4.310299351,3.273203719,2.780523862,-1.769649281,-2.074923551,-2.398791649,-3.132980138,-4.902822944,-13.01698409,22.7897328,6.667430351,4.227192895,3.432734407,2.780523862,0.903191807,0.75703675,0.670006267,0.690139935,0.962045871,1.488868043,2.402238192,4.064282248,7.814436812,1.248914495,1.585016361,1.999848323,2.655010716,3.975638122,9.721563827,9.823155731,18.78961303,-1.014311884,-1.003088569,-1.014983253,-1.062467998,-1.197524633,-1.435171925,-1.788571794,-2.107401506,-2.337284102,-0.86510797,-1.116811815,-1.404441802,-1.805482751,-2.467002547,-4.124636725,-4.08126838,-4.879156586,-0.041493831,0.213975762,0.255257823,0.225023716,-0.160614541,-0.097675096,-0.049411425,-0.16503432,-0.358258529,-0.666766808,-0.405222901,-0.316574205,-0.563160123,-0.873896403,-1.029152718,-0.750285998,-1.099906803,-1.423664383,-1.566153452,0.27158134,-0.02521443,0.004746381,-0.348997659,-0.053424694,0.4113881,0.679187105,0.610612273,0.394551531,0.27300851,0.99517621,0.83315656,1.46264801,1.225885537,2.109077782,1.986690548,1.49586824,2.169832118,-0.432542583,1
-1.589823209,-1.603676079,-1.846693567,-2.348423705,-7.180843701,4.295284778,1.489644258,0.88769865,0.739874876,0.656600881,0.642676532,-1.999013868,-2.896712183,-6.621904751,19.82284731,3.688655201,1.931710158,1.283107956,0.936748849,0.754810591,0.642676532,-1.849941081,-2.328783598,-3.455958155,-7.591505401,19.61395024,3.926893519,2.074006368,1.387132815,1.045730812,0.843044823,0.712185186,-1.849941081,-2.423231494,-3.190139141,-6.398707622,28.86625906,3.796606539,1.933081622,1.296908204,0.98944323,0.849077573,0.712185186,0.337930744,0.274270712,0.233923333,0.252932729,0.421268025,0.677953112,0.986219204,1.348832098,1.804476653,0.471702991,0.58355917,0.708776133,0.890057538,1.189573362,1.869328237,1.901950382,2.295799522,-1.271890432,-1.293098672,-1.348428854,-1.464515897,-1.725491226,-2.145293177,-2.833375171,-3.489015258,-3.903315414,-1.107552998,-1.355572309,-1.687996361,-2.298029638,-3.851722328,-28.66709021,-25.69570619,51.81151529,-0.170291029,0.009953698,0.015793181,-0.005888157,-0.206536193,-0.176949592,-0.164868404,-0.251244271,-0.398656341,-0.651299077,-0.39254342,-0.344967786,-0.543191978,-0.833294773,-0.989674911,-0.688576749,-1.055142227,-1.458400844,-1.66062687,-0.21325583,-0.412287503,-0.382331568,-0.675601662,-0.446788482,-0.166031771,0.000232239,-0.022327001,-0.145861564,-0.226433528,0.165644016,0.072222885,0.344411827,0.249423858,0.545791663,0.50700788,0.338007488,0.552052606,-0.762321891,1
-0.89700647,-0.880564418,-0.978179999,-1.186546622,-2.624585756,6.226316001,1.314177229,0.755825619,0.633103586,0.571789051,0.584919406,-1.203594931,-1.693115155,-2.834534189,-7.934228419,8.891495267,2.726234424,1.579746355,1.057776138,0.775376488,0.584919406,-1.070662098,-1.193784061,-1.521705841,-2.285901964,-6.075725251,6.283322838,1.924947004,1.181673268,0.874881483,0.715524379,0.66450675,-1.070662098,-1.459532455,-1.867929804,-2.980529542,-8.614813369,7.504384293,2.490322114,1.507552924,1.080200397,0.879993373,0.66450675,0.489861381,0.424336496,0.388761298,0.416603938,0.597846774,0.912672661,1.390120785,2.099723198,3.267482404,0.672002338,0.837158596,1.031757881,1.327338739,1.869051268,3.542236212,3.615435153,5.069638456,-0.748931647,-0.764305065,-0.795501996,-0.856705345,-0.983621997,-1.165586257,-1.421937674,-1.631365685,-1.755459372,-0.654329649,-0.819507229,-1.020493967,-1.335015611,-1.916650845,-3.751112181,-3.647371361,-4.574504135,-0.0341876,0.080076652,0.125334867,0.129630786,-0.068568088,-0.1219675,-0.068362029,-0.127745009,-0.240622328,-0.406830589,-0.33314651,-0.247900811,-0.409945107,-0.620045469,-0.68513174,-0.579213172,-0.852179223,-1.088140051,-1.26799387,-0.020043284,-0.158329461,-0.164969639,-0.389279661,-0.210447052,0.004490386,0.149361056,0.154988066,0.062050708,0.012546708,0.276963569,0.294945492,0.487419093,0.455026484,0.748396911,0.788355741,0.629500971,0.915741629,-0.434891654,1
-0.549570093,-0.553149241,-0.64480675,-0.816290337,-1.648047407,14.21222638,1.257036568,0.651053016,0.508061552,0.431292539,0.425545403,-0.766868169,-1.111970629,-1.859117796,-4.553581476,9.76217377,2.285246082,1.271539948,0.831948472,0.591595997,0.425545403,-0.639944051,-0.705133582,-0.903806442,-1.332833023,-2.765894355,11.74065243,1.792419413,1.01114785,0.704649121,0.547705419,0.493447703,-0.639944051,-0.888201375,-1.143744213,-1.78048471,-4.101976524,9.693686488,2.173484171,1.235379671,0.854695056,0.679098472,0.493447703,0.323518684,0.278405849,0.254393316,0.273489076,0.391854271,0.596978335,0.897132863,1.316607892,1.934313486,0.451568218,0.567766929,0.703129602,0.90264916,1.246065921,2.166155284,2.169000955,2.767635888,-0.718415455,-0.725409755,-0.747884659,-0.798613229,-0.91525854,-1.103518425,-1.398134434,-1.666072546,-1.84678141,-0.628416921,-0.783548011,-0.976909311,-1.282870726,-1.889353896,-4.297546491,-4.272879656,-6.487579444,-0.050301153,0.030916602,0.06517698,0.06841996,-0.069637885,-0.115617888,-0.075684274,-0.117755397,-0.195772789,-0.297031863,-0.269375687,-0.20620582,-0.321699645,-0.468358786,-0.492376942,-0.448933317,-0.653451641,-0.823152159,-0.976637993,-0.054512548,-0.177976132,-0.178730191,-0.371903512,-0.214852713,-0.027306871,0.090002299,0.086956468,0.010596022,-0.032646733,0.186689327,0.201729874,0.356890696,0.331019535,0.577687973,0.610679031,0.478107211,0.718295112,-0.423501542,1
-0.958828164,-0.956888098,-1.043059252,-1.229377063,-2.147110043,-32.66714135,2.566358388,1.374454009,1.155798242,1.061455606,1.068372935,-1.100573415,-1.341361293,-1.93401623,-3.678696004,-56.02496722,4.392695556,2.172343988,1.495388532,1.22584977,1.068372935,-1.053130562,-1.197865332,-1.467172914,-2.022017394,-3.61667962,-26.48368716,5.278169551,2.536804136,1.756078529,1.40022951,1.210697303,-1.053130562,-1.219941303,-1.41571945,-1.924720495,-3.471118716,-34.67978617,4.530440467,2.273475247,1.635262145,1.408172168,1.210697303,0.24369483,0.192794664,0.160710249,0.165691265,0.253191057,0.412174726,0.658913928,1.030516625,1.625091252,0.375601851,0.505184636,0.658199323,0.876556445,1.253725971,2.29561676,2.215801998,2.600903028,-0.533519276,-0.534814336,-0.550241848,-0.584873716,-0.671627776,-0.82242184,-1.068658643,-1.318338083,-1.522622573,-0.454907133,-0.600880541,-0.775414853,-1.037684335,-1.533070494,-3.235547262,-3.311124134,-5.026310666,-0.141513943,-0.041968761,-0.012537178,-0.021516896,-0.221116838,-0.176978842,-0.147561371,-0.197472476,-0.289204174,-0.452183988,-0.313798907,-0.270156252,-0.386941945,-0.540636497,-0.629995362,-0.474832927,-0.647989921,-0.822126255,-0.888393688,0.134683608,-0.01020902,-0.000529862,-0.171764666,-0.01286404,0.232268779,0.340916445,0.297842876,0.196512041,0.142534955,0.478866262,0.411020777,0.677144994,0.580347249,0.941149547,0.895593065,0.70909903,0.979632223,-0.192033967,1
-0.784056549,-0.799195969,-0.917299316,-1.14048933,-2.305318742,15.70647271,1.761048108,0.963639457,0.789294792,0.692564697,0.685722108,-0.974654144,-1.291210216,-2.014627853,-4.266806575,29.88679212,3.432789868,1.789938146,1.166262603,0.869827878,0.685722108,-0.895560135,-1.037791969,-1.327194495,-1.919723081,-3.850337871,25.86052252,2.989921775,1.652575128,1.168426681,0.91804223,0.799305966,-0.895560135,-1.111141103,-1.34929391,-1.971930542,-4.08807067,22.5186074,3.061935808,1.6874216,1.192174097,0.996401056,0.799305966,0.461234242,0.388783457,0.349112468,0.36462823,0.508386715,0.74720699,1.09034725,1.585794594,2.392004257,0.63502757,0.798515145,0.987096214,1.25828065,1.737287598,3.115056797,3.009256806,3.709670606,-0.788097699,-0.797621719,-0.82497652,-0.886781514,-1.033876993,-1.264200943,-1.618172436,-1.942079713,-2.144971531,-0.698004645,-0.868851769,-1.069203273,-1.374512112,-1.956338251,-3.902954554,-4.01640552,-6.173842761,-0.020825771,0.107774123,0.130702932,0.11984168,-0.066672198,-0.056611923,-0.030029999,-0.089661317,-0.19032334,-0.34473483,-0.223606508,-0.173188098,-0.307505678,-0.481353029,-0.554138201,-0.416946793,-0.625831111,-0.820706666,-0.921910855,-0.000397108,-0.157241993,-0.150752579,-0.388891796,-0.20141675,0.033469282,0.184376483,0.180951613,0.078620347,0.018995373,0.325024822,0.319314136,0.548485262,0.49808966,0.840526155,0.874195019,0.684922853,1.019927986,-0.451934398,1
-0.791979074,-0.755567316,-0.804714627,-0.928347557,-1.658470428,-16.88525493,2.272322868,1.213926238,1.056907309,0.995654434,1.044338472,-1.036465156,-1.385111441,-2.061608544,-3.747737226,-19.79771994,6.576449304,2.872555061,1.835607884,1.357731411,1.044338472,-0.918261039,-0.962414712,-1.143021153,-1.508012335,-2.580614988,-14.76506494,4.30613607,2.123327839,1.550252449,1.292079293,1.230190679,-0.918261039,-1.226280535,-1.513795677,-2.137691427,-3.761507164,-20.76942535,6.331043287,2.965269591,2.016818975,1.63313778,1.230190679,0.546012642,0.498887442,0.472073958,0.510842116,0.697321194,1.025552577,1.549002771,2.395846158,3.952368454,0.742912021,0.938878048,1.19026324,1.616235259,2.466775524,5.552206431,5.542700643,7.19648267,-0.742240469,-0.768000776,-0.808783187,-0.879730953,-1.026772503,-1.243426171,-1.560283633,-1.836061664,-2.017994281,-0.574171421,-0.735197879,-0.93655861,-1.262991345,-1.852027163,-3.453087606,-3.613900482,-4.648095186,0.035622593,0.114155487,0.182136036,0.20546387,-0.005402349,-0.082158715,-0.016628689,-0.066263729,-0.174840566,-0.336976578,-0.276831941,-0.192494952,-0.340997975,-0.529262449,-0.592127743,-0.491791535,-0.717038236,-0.908696655,-1.033149607,0.115412242,-0.039710113,-0.063805394,-0.334897463,-0.120004711,0.159304659,0.350006496,0.350405188,0.22865545,0.175230215,0.529006433,0.55615483,0.847572126,0.784612846,1.261839048,1.305783654,1.059802566,1.520059913,-0.398453767,1
-1.464890965,-1.431906706,-1.530274788,-1.774834735,-3.396525661,21.65187126,2.580652875,1.547189706,1.369088347,1.290877995,1.314189756,-1.662448319,-2.02482113,-2.984525835,-6.310017911,28.8813365,4.418776371,2.436304883,1.746974483,1.461622888,1.314189756,-1.700720194,-2.015220129,-2.51409063,-3.564837567,-7.611666811,29.80067662,5.005805084,2.854958354,2.12455855,1.742289694,1.512151331,-1.700720194,-2.035716728,-2.407588683,-3.436385083,-7.356692885,21.75379017,4.33903498,2.568865611,1.959568813,1.727824505,1.512151331,0.445031546,0.36879662,0.322662624,0.333032321,0.479614222,0.736182132,1.12802801,1.737427593,2.842958506,0.63032582,0.812143247,1.028009178,1.341185234,1.932203384,3.856191315,3.789495886,4.923841234,-0.616885068,-0.621431147,-0.642345846,-0.686825528,-0.794367033,-0.964740443,-1.22196065,-1.459861609,-1.62661184,-0.533763445,-0.697060007,-0.886861911,-1.161137135,-1.650870019,-3.08367157,-3.100716949,-4.132970173,-0.09010202,0.067134702,0.093508289,0.074908716,-0.185768291,-0.108585976,-0.082033934,-0.15790487,-0.292703027,-0.539501603,-0.290695963,-0.243750389,-0.407548591,-0.623949592,-0.772951294,-0.512442062,-0.742861552,-0.983804413,-1.047762687,0.154306074,-0.018782428,-0.006207629,-0.221874659,-0.037273127,0.243383338,0.393060067,0.356136902,0.229165013,0.159726424,0.579304314,0.486701402,0.810255534,0.692467547,1.100502817,1.049827882,0.835052746,1.139718066,-0.255787161,1
-1.362095216,-1.364314671,-1.486698532,-1.734133797,-3.024316545,-24.50405764,4.084883495,2.053012895,1.718483109,1.563942387,1.561683491,-1.573933345,-1.939196605,-2.792311504,-5.148925958,-31.7729225,7.684349936,3.474158058,2.293474094,1.824907606,1.561683491,-1.506818348,-1.696317136,-2.055765073,-2.798735939,-4.955513752,-28.28917298,7.897724699,3.617131219,2.508796807,2.010507841,1.745479883,-1.506818348,-1.74960979,-2.024364159,-2.731666332,-4.76592324,-26.34759083,7.679256609,3.558032855,2.471520312,2.085316883,1.745479883,0.512453497,0.435730305,0.387394682,0.410811795,0.602776826,0.942978914,1.464597038,2.265309469,3.633333401,0.740562659,0.956541367,1.215995714,1.627258814,2.395425968,4.815498403,4.787803045,6.067617638,-0.938971724,-0.956512401,-0.996677557,-1.075785399,-1.249515954,-1.50557651,-1.87550068,-2.183956571,-2.382124443,-0.797760937,-1.016675272,-1.276852898,-1.685254098,-2.449884896,-4.790651342,-4.823154268,-6.216784444,-0.156791128,-0.007500808,0.056509537,0.058368669,-0.243033467,-0.256475758,-0.190854732,-0.267949003,-0.421134901,-0.674422026,-0.503600678,-0.412554058,-0.60786191,-0.857498848,-0.975142431,-0.782723349,-1.075791753,-1.334729836,-1.485473989,0.146174328,-0.084144298,-0.079953976,-0.383866727,-0.114899003,0.249586737,0.467764683,0.425046046,0.257561538,0.173150739,0.713058915,0.618338302,1.03798548,0.893692859,1.463301265,1.417147517,1.122298829,1.574963208,-0.410113449,1
-0.748316812,-0.753845483,-0.870286121,-1.107687258,-3.167155571,2.321644944,0.720338978,0.382611141,0.294697757,0.246210374,0.250317638,-1.027627923,-1.556093939,-3.195954551,254.7652228,2.827030176,1.367709694,0.854658186,0.563165357,0.38045882,0.250317638,-0.877123696,-1.008416449,-1.360905684,-2.303536494,-16.10400848,2.478429252,1.052179042,0.643363267,0.454697088,0.346886682,0.305808682,-0.877123696,-1.257814403,-1.728806304,-3.380944469,69.53773585,2.618284233,1.264533444,0.813323626,0.573167321,0.449127625,0.305808682,0.333674776,0.29249082,0.270046047,0.294516757,0.434044856,0.64087624,0.886647349,1.182370076,1.561794858,0.442632429,0.53336124,0.636561803,0.792843675,1.055122413,1.659351202,1.676709603,1.984168175,-1.006458014,-1.04821752,-1.11201332,-1.232085907,-1.492590889,-1.895491294,-2.577020158,-3.196020115,-3.493999784,-0.834756365,-0.998509185,-1.222671799,-1.659722226,-2.766047466,-14.08465503,-16.54070023,48.78290951,-0.038055534,0.070821455,0.08812708,0.085056564,-0.045293663,-0.071598823,-0.050232076,-0.102823545,-0.194572489,-0.325620516,-0.226955597,-0.180319195,-0.309203816,-0.482644533,-0.541529218,-0.422382579,-0.647906988,-0.867482022,-1.011652453,-0.209353262,-0.342143496,-0.343675458,-0.599546632,-0.406891855,-0.212282322,-0.073139737,-0.059462585,-0.140749311,-0.189397907,0.034571324,0.044032035,0.189268059,0.167113167,0.36666768,0.397249786,0.287579407,0.48127672,-0.673198337,1
-0.682385118,-0.695379093,-0.779159184,-0.948527864,-1.897263674,8.614504107,1.235614959,0.692488466,0.570841344,0.509407711,0.501653852,-0.838026964,-1.111339611,-1.800263752,-4.406197751,10.56315037,2.362075451,1.273419824,0.834212963,0.627142351,0.501653852,-0.754779926,-0.870818998,-1.102760574,-1.606053269,-3.498624832,10.95807328,2.082637493,1.165098083,0.829299155,0.657808112,0.57178087,-0.754779926,-0.921292457,-1.124164132,-1.669758695,-3.863331382,8.846459564,2.021131083,1.145917958,0.825376998,0.69457452,0.57178087,0.409227843,0.363578388,0.337819863,0.364061782,0.518430594,0.761724174,1.084636408,1.52662892,2.20264618,0.541463708,0.667750026,0.824392859,1.067145362,1.50346235,2.707935544,2.703126929,3.210265363,-0.83144427,-0.847465569,-0.881745498,-0.954120047,-1.121761017,-1.381914921,-1.794172136,-2.174697414,-2.396704902,-0.681161766,-0.816326007,-0.989571446,-1.283478052,-1.877393878,-4.031143903,-4.378062924,-7.556212474,0.028869468,0.114424664,0.137316488,0.1433047,0.022108918,-0.023476748,-0.000976692,-0.046781586,-0.128246907,-0.261293841,-0.161666028,-0.1221395,-0.232620239,-0.379604013,-0.448048336,-0.321281466,-0.494357114,-0.667094872,-0.744386324,-0.104542693,-0.224521203,-0.22922818,-0.474823018,-0.309399871,-0.106112237,0.046609829,0.057890873,-0.024550729,-0.073078734,0.178230496,0.168868315,0.355996227,0.307766741,0.569719853,0.580510847,0.43322152,0.669192903,-0.586875832,1
-0.975305268,-0.981684111,-1.087356739,-1.269996023,-1.934945631,-3.928016823,-14.96555816,15.89864362,9.440256988,7.896422667,8.210013167,-1.148730256,-1.412218265,-1.89310831,-2.698632461,-4.203322718,-7.839090644,-26.57406145,30.75761568,12.43795022,8.210013167,-1.061821227,-1.178289438,-1.403283266,-1.781998021,-2.476552553,-3.91608308,-6.881172856,-16.4717291,767.8129676,22.33403801,12.8453548,-1.061821227,-1.219629596,-1.381360366,-1.737150741,-2.395513062,-3.732082142,-6.728504129,-17.17173893,209.269532,25.97125746,12.8453548,0.963477256,0.863400623,0.803373022,0.828218207,1.02917277,1.409295601,2.065358924,3.228270975,5.696393274,1.34221376,1.774565003,2.350250284,3.285920238,5.270985674,16.1172354,12.94631397,14.17960502,-0.849022271,-0.852314408,-0.888077103,-0.968808842,-1.17459057,-1.527914677,-2.059124433,-2.561787434,-2.926297347,-0.633293188,-0.965115424,-1.306619105,-1.759087552,-2.477238852,-4.17360164,-4.415464032,-6.111284355,0.10697121,0.23195104,0.346981698,0.36882544,-0.036732686,-0.06033949,0.039475375,-0.036750094,-0.196135292,-0.437284212,-0.326905397,-0.214746184,-0.417396113,-0.659320414,-0.743808781,-0.604744725,-0.879278346,-1.100436082,-1.234518564,1.06926784,0.617316366,0.607705551,0.110516631,0.613725663,1.537882443,1.93556227,1.697689889,1.318430591,1.162690545,2.544529489,2.31280475,3.798756118,3.197714412,6.369293855,5.847894791,4.284484909,7.022959752,0.091720968,1
-1.254994919,-1.215275683,-1.272701059,-1.413630746,-2.238519255,-9.059802614,4.466801271,2.082665623,1.789939897,1.682335443,1.725897637,-1.436553484,-1.74375198,-2.415897807,-4.071329225,-12.81353711,10.48209031,3.873512872,2.469891575,1.983931362,1.725897637,-1.437676078,-1.596766777,-1.883753388,-2.440326858,-3.92210138,-11.63857402,11.21269208,4.038267707,2.734986859,2.202377067,1.918636959,-1.437676078,-1.648238233,-1.867490863,-2.424210078,-3.870877743,-11.86129395,10.70468019,4.023694578,2.717575629,2.270587604,1.918636959,0.553372916,0.466830655,0.415816429,0.442608078,0.653562784,1.051578798,1.739347369,2.966286386,5.656608199,0.789814802,1.013963222,1.284439031,1.715371446,2.586560807,6.060422052,6.44500903,12.37639219,-0.73572297,-0.734748836,-0.75347648,-0.797143098,-0.899913617,-1.058034901,-1.274040875,-1.461460181,-1.590976284,-0.628067511,-0.826307385,-1.054851607,-1.371588286,-1.905253885,-3.286262424,-3.166161205,-3.580686462,-0.09238108,0.039871742,0.096798872,0.100574827,-0.183025271,-0.197039725,-0.135203987,-0.205090017,-0.340314473,-0.568877169,-0.431311555,-0.342885176,-0.522557523,-0.745453255,-0.847719509,-0.689465999,-0.94789336,-1.165804278,-1.303305585,0.145614432,-0.033718086,-0.033099348,-0.279033768,-0.073028114,0.247087342,0.425322584,0.383678851,0.242907479,0.172351254,0.655653311,0.541787028,0.957983118,0.79305129,1.343164338,1.253813614,0.957618212,1.348958276,-0.308117868,1
-2.212142654,-2.164595556,-2.342249104,-2.725052635,-4.621933739,-29.7153892,6.568761232,3.306122401,2.754007652,2.498438995,2.488111205,-2.61314567,-3.281246993,-4.783054348,-8.780737793,-56.41792325,12.11203013,5.577390841,3.660132246,2.908334523,2.488111205,-2.578644001,-2.941871292,-3.595545227,-4.891640274,-8.409907656,-44.62123487,12.76280672,5.870597631,4.052461785,3.228318004,2.780951501,-2.578644001,-3.040583412,-3.508066482,-4.726380872,-8.30982041,-61.62275396,11.15175164,5.401708462,3.821410175,3.256247805,2.780951501,1.153375368,0.952135113,0.83443912,0.866692636,1.264011585,2.011366614,3.254066182,5.4217812,10.1593227,1.614263712,2.061250065,2.601862926,3.431051275,5.074923602,11.62583344,12.03412541,22.86725206,-1.290634696,-1.292844796,-1.330828723,-1.420801506,-1.612394717,-1.885213268,-2.26563318,-2.588372809,-2.79968758,-1.161830554,-1.516015862,-1.931784178,-2.511961052,-3.468173938,-5.90360307,-5.628652559,-6.250167492,-0.131510671,0.203434887,0.269978575,0.234678944,-0.304978373,-0.246047953,-0.159066071,-0.313554606,-0.579404878,-0.999420317,-0.70106406,-0.549359795,-0.904550124,-1.351091334,-1.537575427,-1.218374063,-1.759535648,-2.214749282,-2.504941482,0.250660171,-0.099061438,-0.068779581,-0.499099719,-0.131181348,0.418625847,0.719915488,0.653531562,0.403446949,0.261205352,1.084868394,0.915526046,1.598785111,1.354896609,2.268783688,2.167864179,1.65192581,2.353440866,-0.547444208,1
-0.611144685,-0.604112795,-0.681891595,-0.837059057,-1.590795915,-1556.662461,1.57850667,0.837101867,0.681214239,0.602226056,0.60338016,-0.824345262,-1.153335398,-1.836942771,-3.887934381,34.10050751,3.101956601,1.628932581,1.071396553,0.790679549,0.60338016,-0.712770876,-0.779300651,-0.97797279,-1.393020957,-2.67202833,57.08637704,2.391341031,1.322303872,0.94299984,0.754949525,0.689279005,-0.712770876,-0.952306042,-1.191871973,-1.769224546,-3.566981832,35.20493351,2.934978884,1.585974573,1.104824501,0.89969492,0.689279005,0.380434893,0.332415808,0.306242829,0.329228857,0.465569869,0.707796123,1.078776127,1.633321408,2.537887233,0.529977897,0.673132599,0.846491718,1.109771161,1.585198826,2.99346881,3.014790536,3.988833136,-0.66610483,-0.674964681,-0.698061266,-0.747457291,-0.856810304,-1.024821499,-1.278683093,-1.507591055,-1.661338916,-0.564718125,-0.721235301,-0.914977645,-1.211853055,-1.765219406,-3.550075298,-3.523681425,-4.557705741,-0.031429587,0.047382322,0.090598982,0.098164905,-0.061359628,-0.111388047,-0.064624431,-0.108227794,-0.192467335,-0.309507276,-0.27448019,-0.206304745,-0.32999986,-0.487344099,-0.523097115,-0.461715442,-0.67064207,-0.849784938,-0.99021787,0.017423709,-0.108905533,-0.113227179,-0.311302632,-0.149289263,0.056092705,0.179522147,0.173645765,0.090186221,0.045229591,0.292085026,0.30088527,0.490118919,0.449885553,0.745258572,0.769994049,0.608563501,0.885053892,-0.355651623,1
-1.330342539,-1.339289455,-1.478482046,-1.756970322,-3.470673499,14.66518462,2.273204783,1.328111821,1.137829663,1.043610339,1.037638325,-1.526788624,-1.887666979,-2.847425269,-6.485395449,19.6166358,3.801372686,2.083653601,1.450811453,1.184897074,1.037638325,-1.490744094,-1.728732251,-2.164947244,-3.17277152,-7.454325296,15.12212752,3.683978869,2.127451771,1.575221511,1.295486369,1.13947044,-1.490744094,-1.739268193,-2.044512813,-2.938979758,-6.549469871,16.17870686,3.582225301,2.060331198,1.524212326,1.318898678,1.13947044,0.346920165,0.284993772,0.246829165,0.26564584,0.421610993,0.693098608,1.102603161,1.713898295,2.721741735,0.52289325,0.689149858,0.882573459,1.176594522,1.710773191,3.243760653,3.30575663,4.217479806,-0.731189099,-0.739800177,-0.765861897,-0.819648097,-0.942088214,-1.13021749,-1.416550059,-1.677638767,-1.855381019,-0.599353946,-0.776559575,-0.9964755,-1.337476371,-1.986615137,-4.161699265,-4.168824264,-5.531949931,-0.177797326,-0.057853343,-0.009841099,-0.008765323,-0.267699373,-0.251651538,-0.202256964,-0.265539265,-0.391900883,-0.620603976,-0.44681557,-0.378046438,-0.53730444,-0.746418387,-0.866699806,-0.672035829,-0.911713963,-1.14802111,-1.258411976,0.087351263,-0.07209989,-0.069947408,-0.293474991,-0.101167685,0.16197672,0.31120569,0.27792113,0.164414329,0.104929884,0.476537088,0.398871766,0.676936795,0.576549827,0.936813217,0.897870082,0.701552588,0.973349828,-0.317882107,1
