0,36,82,49,12,24,14,45,35,117,42,83,26,16,47,44,72,77,3,55,30,67,57,108,88,23,37,21,112,85,60,81,62,69,93,29,61,56,7,118,87,1,70,99,102,46,76,107,100,40,71,15,59,104,65,78,89,43,63,68,103,34,90,66,33,28,54,111,94,6,95,38,96,20,101,41,53,115,98,31,48,119,86,124,4,113,106,19,97,32,52,120,50,5,51,64,39,22,79,2,10,58,74,114,8,109,11,27,91,84,25,9,13,92,18,105,123,126,116,17,80,75,122,121,73,127,125,110,class
-398.97055,0.6430702,-0.082617626,-0.6260692,-2.605149,0.16923374,5.158936,-1.0693104,0.9960824,-0.107622445,-0.20171669,0.15090905,2.6002598,10.482118,-1.9845566,-0.5379548,0.9756008,0.7843156,19.836878,2.2695837,0.23083772,2.850008,7.447587,0.14601271,-0.13729464,3.5619094,-0.3174066,3.6022382,1.4044071,0.3241202,6.359627,0.077412456,3.2568357,0.7121456,-0.38902998,0.017230824,3.8462207,5.525698,6.7161,-0.10998588,0.01754308,92.84668,1.4601288,-0.20779492,0.34116337,-0.62670004,1.4156139,0.79985756,0.051490888,-1.1969273,2.4562943,-7.444279,6.3733954,1.4674667,2.7430646,0.9221006,-0.09060893,-1.5643119,2.1897938,1.4821019,1.4132174,-1.6005515,-0.031092728,2.0687435,1.3878478,2.3595505,-0.722883,1.3694781,0.49012867,5.1340833,0.39043072,-1.0665181,-0.41712123,-3.07704,0.13042629,-1.8058187,-1.1030939,-0.0809994,-0.0594685,-1.7371212,-1.078175,0.01872622,0.76379794,-0.539087,-3.0152006,0.6131752,0.77789867,5.645962,-0.9728378,0.044014394,-1.861451,-0.24467087,-0.49863443,9.478265,-0.5386027,3.4465127,1.6493293,-0.41446245,0.7809596,-6.2127447,3.8060095,6.1808734,0.2614424,-0.1360887,1.4370879,0.7671731,0.6036868,-2.1465008,0.3901887,-0.05282976,-1.668917,0.016322618,1.8837225,-0.7498725,-5.7463675,0.8819688,0.13779539,-0.23052216,0.36262655,-0.4033231,0.58476055,0.7965976,-0.26222235,-0.6507051,0.30114898,-0.18844616,-0.25722268,1.3088596,1
-232.39255,-2.0817962,0.51827174,-0.5849235,-1.0547278,-3.2844565,8.8846855,3.845485,0.056364417,0.16901371,4.5251093,-0.81080556,-0.9911264,-2.8474624,3.9867713,6.8444705,-0.32049328,0.59380245,39.190132,1.1152366,0.08479032,0.36986357,-1.1824775,-0.5689883,-0.24946506,-0.46616516,1.2059866,-2.502778,1.18794,-0.5367778,0.5972919,-0.18313134,-0.37678197,-1.0895488,0.39648122,-3.4690137,1.2106332,-2.2961879,4.1406527,0.8081413,-0.44978127,115.044525,-1.2231581,-0.91794837,0.23801854,4.7777023,-0.41950297,-1.0292795,-0.12011667,1.2180711,-0.16612871,-3.388674,1.1261836,0.6090028,-1.0688035,-0.79365313,0.22468919,7.0595746,-1.2754151,-0.11808382,0.46837386,-2.5850403,-0.07850385,-0.24893793,-4.281562,1.0727612,0.14675058,1.1168499,-0.4526533,-2.7249708,-0.112928845,-0.7349263,0.36420435,-3.9667964,0.012389816,1.8567436,1.5110385,0.06394781,-0.82939196,-4.598931,3.7278376,0.19764028,-0.4350571,0.1687725,-17.016842,1.2684715,-0.38912457,2.9453218,-0.18172291,-1.8448818,1.6708298,0.56401026,1.1889096,7.619745,2.4236786,0.5072198,2.9256754,-4.9833355,-0.7784323,-21.028315,2.6789527,1.4835447,-1.2654964,0.48870528,-1.2304965,-0.61309385,-10.35338,-3.0757556,-0.09087716,-0.33627892,2.5071058,-0.9775945,-2.6529856,0.05239579,-0.65424436,0.5085139,0.2575729,-0.2575187,-0.3800336,-0.7754191,-0.8960111,-2.0704036,-0.02229432,0.16609079,-0.027319767,-0.3905952,0.2644508,0.03645701,1
-466.4845,-0.6869526,0.15412661,1.8623496,5.7937274,0.85652083,3.3351572,1.2096673,2.8961468,0.38791755,1.3045802,0.02648488,2.4901612,4.428913,1.882524,1.4153655,1.1285217,1.5277321,30.776363,2.1016612,3.1184802,1.432257,0.84773844,-0.12842058,0.22291988,1.8602675,2.3761747,6.3336024,1.7787048,0.5477804,2.6173484,0.33267653,1.5418679,0.27168214,-0.26556632,-0.7640021,1.667385,0.8474798,10.417193,0.21418807,-0.11838334,89.272385,0.30595085,0.016045379,0.6038507,2.3840344,1.0125914,0.1623999,0.6327275,0.11715815,0.95266193,2.1026278,1.193416,0.70334727,1.3696275,1.4733499,0.6435599,0.017020717,1.0157722,0.077872485,0.95869935,0.26115936,0.16585016,1.6208892,-0.37296295,4.0537257,0.16705291,1.3891104,0.26292548,0.98926604,0.42541564,0.94551694,-0.004196947,-2.826872,0.9037923,0.23757972,2.0001805,0.4786839,0.24608825,1.5858431,1.9794776,0.2320307,0.71597666,0.7687578,-11.16896,1.4356548,0.5499834,3.5045989,0.31035566,0.6533635,2.7477224,0.07403643,2.5055335,18.305796,2.9085503,1.3445313,0.87573355,1.5547003,0.47879007,-8.458461,13.938394,1.2605437,0.06377343,0.7513503,0.57402706,0.16774352,-4.337177,0.9982964,0.29791167,-0.3673481,0.73820364,1.5639663,-1.0027411,0.3202993,-0.402047,0.34729838,0.28190044,0.09640603,0.28082007,1.396552,0.45007616,0.23394723,0.15412186,0.23740526,0.60788625,0.2852125,-0.07331249,0.8993417,1
-466.73505,0.3542266,0.8932414,2.7394817,6.860754,1.7794914,-1.749699,2.2304947,0.91699225,0.52178144,3.2454033,0.10528666,1.162053,3.0398674,1.3231596,3.486124,0.9722482,1.8905146,29.304922,1.3053175,1.524973,0.7446477,0.28481078,-0.3141841,0.15913463,1.6542559,0.3106384,4.5769773,2.218708,0.202559,2.1381338,0.93724275,0.95973235,0.8823647,-0.18526612,0.7384364,1.7500653,0.9482756,13.074185,0.59702814,0.27528498,62.80506,0.76061004,0.13762663,0.7797316,1.9021338,0.7682898,0.06538902,0.70540035,-0.10006136,0.6537992,1.2270346,1.5480174,1.3247861,1.9792194,1.4028558,-0.06707594,3.244465,0.72583735,1.3660251,0.7124334,0.78361726,0.25780767,1.1738967,1.0877033,2.7241135,0.9815818,1.9649826,-0.41268975,1.4180149,0.15164626,-0.7021072,0.39146492,0.1195784,1.1320834,2.7571688,3.2021966,0.40794834,0.15101504,-0.012331943,2.0582857,0.4084324,0.08170574,0.45690936,12.614448,1.4513603,0.10281138,1.7661029,0.2893641,0.5600341,2.537783,-0.018611468,3.0165076,9.6767235,1.4397464,1.5437044,-0.41150057,0.5922692,0.5092287,12.439709,3.740766,0.50414634,-0.2926682,0.48143983,0.037665054,-0.27997598,-7.3131876,0.50583154,0.08587845,0.44708124,1.7318152,3.5733566,-0.91787094,-0.30210873,2.129231,0.65846777,0.23188117,-0.37924364,0.3599347,2.6745627,0.3712319,0.14257805,0.0713481,-0.27406645,0.6102497,-0.105873205,0.00064938,0.7779244,1
-426.4497,-0.14606802,0.31956223,0.7937301,3.3296473,-1.3237827,2.9973931,0.70738876,1.1250675,-0.113349326,-0.7008529,1.1886729,-0.25828862,2.87378,-0.42998758,1.4163243,2.5677304,1.8024234,36.350883,3.8470454,1.0539737,1.3164065,1.2147086,-0.6314797,0.5262068,0.74307215,1.9784493,4.6106935,0.84672093,-0.10946977,1.3902978,-0.04993714,1.6182777,-0.19586486,0.16724145,-2.7383025,2.3274624,3.3084717,10.123955,0.01021462,0.26845977,80.98541,1.3446255,0.5530745,0.44072765,1.0396494,1.4625441,-0.25080734,1.1329323,-0.47809196,2.52591,0.30230397,1.9392514,1.574778,1.9814248,1.1516409,1.2790031,-0.5152179,0.3610146,0.9164907,0.78416544,-0.50240886,0.6882156,3.214311,0.85868424,3.2657151,2.4245195,1.8904724,0.76513684,-5.0600696,0.9625997,-0.37620062,-0.15948123,-5.108792,0.55250347,-1.0017666,1.7572888,0.20300682,0.2818775,-1.7330072,0.44938627,-0.064133696,1.1351149,0.080932766,-0.09228266,0.7131958,0.7147685,1.2532188,0.31906408,0.94882244,1.6097494,0.1209728,0.9690623,19.156744,1.8229059,0.05868105,1.1535646,-0.6018665,0.9123605,-4.792509,9.432571,1.1299107,0.7098339,0.38479972,2.1965938,-0.08405441,-10.7302685,-0.4376961,0.12662308,0.5159032,1.0242331,1.254182,3.1172082,-0.10100023,1.3161762,1.2189285,0.08442441,-0.1990563,-0.0505704,-1.8772076,0.6863553,1.2197496,0.13827333,0.07011543,2.2721531,0.120444946,-0.29508913,1.2166075,1
-399.46088,-2.683976,-0.34190023,0.063205704,8.250411,-1.8479918,5.3105254,-1.8314397,0.32911474,0.50289905,-0.40507036,-0.5944993,3.5807624,1.4449741,0.07001775,0.053168427,0.85806113,1.4575747,39.542454,0.7993054,0.6039763,2.1382358,-2.4549868,-2.0062537,-0.48628113,3.985354,-0.41599527,4.8873243,4.3315344,-1.355832,5.726515,-1.758406,0.34608266,-2.3576398,-1.1738552,-0.25322574,3.5657837,-1.635636,14.668676,1.3624629,0.1901106,115.25945,-0.63262415,-0.8646648,-1.2795928,-0.986285,1.4532462,-2.2281134,0.21654259,-3.4259992,2.558119,-2.289401,3.5139635,1.0925078,2.0535607,0.82664865,-1.5008162,-3.8578148,-0.49495178,-0.78036153,0.25269958,-2.1167617,-0.5496345,4.1326323,-1.2936602,-0.932897,0.29364437,3.3076577,-0.81056887,4.3853045,0.58720857,-1.5625136,1.0463564,-1.6285316,-0.1929268,-1.2829516,2.9326692,-0.015014782,-1.836365,-4.573632,-0.02415742,0.48958895,-1.2242562,0.8904704,-11.447179,2.5173843,-1.2042292,4.1402826,-1.1248981,0.49975055,1.2947984,0.2293478,3.26933,18.208649,2.8232808,0.42752382,0.9240361,-0.29722065,-1.2805781,-9.413701,6.832726,0.9118109,-2.4237413,0.85164183,5.1382504,-2.1220493,-3.5545473,-2.7823908,0.15421988,-2.1339464,-0.986556,0.4205486,-0.67260575,-0.23434255,1.3030847,0.7815056,-0.4270715,-0.25384396,-1.3246169,2.6441827,-1.2878973,-0.47803128,0.065098174,0.45690778,-1.0378346,-0.10739405,0.73147005,0.5852491,1
-352.84592,-0.33684158,0.31651685,1.6389079,-0.948838,0.64008075,2.3722367,1.1252242,-0.90177715,0.078767695,1.3971273,-0.3878907,1.5069426,-1.5490813,2.0379102,1.1221745,0.70652777,0.11944693,16.110565,-0.59301805,-0.31999704,1.2595311,-1.6147981,-1.3931004,-0.099755555,2.4562502,1.2682236,3.1677022,2.9401484,-0.8522699,3.2858055,-1.1627474,-0.23246314,-1.8506504,-1.1148541,0.64137733,2.0591545,-0.41334885,6.6509295,0.7168973,-0.16685793,108.70084,-0.5162293,-0.54078716,-0.29625595,-0.3447605,0.9048417,-1.8006364,0.14597094,-2.537057,1.7493825,-0.39220527,2.3630128,0.3903664,1.61791,0.98031753,-0.87368363,-0.8685871,-0.19603613,-0.13474834,0.17991665,-1.5870589,-0.37220013,2.870182,-0.09473376,-4.3209662,0.576178,1.7994899,-0.53507763,9.153202,-0.42444175,-1.3482839,-0.48653224,-0.17941295,-0.07398926,-0.6707722,2.2489328,0.7435796,-0.60817313,-4.6794496,1.9413811,0.11309438,-0.390128,1.0263897,2.3346617,1.4931396,-0.5929136,0.98962826,-0.52439946,-0.55560166,2.617349,-0.107698366,2.2028394,5.4288588,2.1146243,0.55310774,-2.250996,2.8718886,0.08969784,-3.226977,0.09223467,-0.99847245,-2.3084915,0.63729584,8.981397,-0.8680315,-4.469209,-3.2409997,0.61639154,-1.8781332,0.9528832,5.4467096,1.588752,-0.4292152,2.5394778,0.84762436,0.06505908,-0.052487213,-0.5163506,0.40830106,-1.093829,0.28278008,0.22802824,0.35989746,-1.1602701,0.21395773,0.582596,0.30836645,1
-363.2254,-1.8690912,0.85257304,0.16601564,4.9918723,0.38319534,6.816197,-1.4161502,-0.28792006,0.36255032,0.13679722,-0.14780259,1.8658676,-2.4678004,0.39570478,-0.51424825,0.5223745,-0.28715432,36.825844,-1.208387,0.08097578,0.38116947,-0.8569725,-2.0435615,-0.8868782,1.8635603,-0.88424444,1.5857022,3.0731947,-0.73721117,5.66814,-0.30528998,0.36824942,-2.0400126,-0.9953395,-0.47027317,4.172073,-1.0009618,9.808496,0.68064344,0.028596459,116.29945,-0.5788079,-1.3592794,0.40461197,-1.0909158,1.1745102,-2.5422595,-1.126507,-2.5625892,2.1650074,-1.9664978,4.814008,0.9666547,0.84395784,-0.3653205,-1.4709942,-3.0076053,0.5467541,-0.7716351,0.655413,-1.1463569,-0.27508783,2.5151799,-0.43128428,-0.998135,0.8930268,1.6142739,-0.27865568,8.0820875,-0.55683935,-1.9540936,-0.33261126,-2.6144507,0.35572222,-2.275746,2.586392,-0.006898379,-1.9191221,-4.709215,0.6228321,-0.07983728,-0.862029,0.9925696,-2.969989,2.0902407,-0.6687095,4.0376534,-1.0124067,-1.6584618,1.5050018,-0.3173169,1.5454183,9.370291,3.2102346,0.6573166,1.0488502,-0.48509678,-1.0881385,-9.994715,3.895996,2.3412051,-2.608599,0.33884177,2.982485,-1.7970386,-4.8355403,-1.110867,0.7230496,-1.6753026,-0.94432205,3.381151,0.38770488,0.3650152,2.8644295,0.86399597,-0.6821572,0.17179027,-1.0577983,3.1607738,-0.6261819,-0.5100971,0.22321872,0.57357496,-0.7741716,0.06295965,0.46440524,-0.09459463,1
-414.86026,-1.5099784,0.5532394,1.5902311,-3.6292827,-1.0963639,3.1903179,1.9766059,0.82458574,0.459237,0.611592,0.37673652,3.1005425,2.7012458,1.3568486,1.8894755,1.9947512,1.4374477,36.091766,1.8833315,-0.10223139,2.441262,2.4004905,0.18165734,0.16963549,-0.49297002,-0.16040419,1.3819827,1.381205,-0.2172539,2.5626218,0.41014335,4.0198483,2.0531225,-0.17210537,-0.66680115,3.0184863,2.4951031,8.307461,0.34633288,-0.000308224,93.34678,1.4149826,-0.35356182,1.2456914,2.0359654,1.4043308,0.28211537,-0.17264692,-1.7372643,1.4275593,-1.7264296,2.174668,1.4346781,1.9130691,1.5059239,0.38179922,-0.4596806,3.3827498,1.7120279,1.2452966,-2.4779646,0.2442142,2.7502053,-1.1279374,1.3340123,2.1048172,1.2246115,-0.20731533,-5.7083316,-0.06333582,-0.77641636,0.014082192,-5.9865994,0.7997923,-0.78098416,3.8926876,0.26936182,0.10366349,-0.5227168,1.1386611,0.7501011,-0.19983943,0.52499014,4.9492197,1.172422,0.3392595,5.5132604,0.08120429,0.026067715,3.0671895,0.7860394,1.7494681,18.47997,2.4858596,2.1717951,-1.3434685,1.5515069,0.8486967,-0.17631131,6.298849,2.2823482,0.8731115,0.76157063,1.0359074,0.36999977,-13.275863,-2.3309662,-0.14493363,0.09553077,1.3128247,-5.421803,1.274838,-0.27520627,0.0739704,0.967907,0.5070518,-0.065218456,0.37072438,0.49867555,0.23891135,0.89195824,0.34335634,0.42982012,1.7339056,0.08308189,0.083426595,0.8049441,1
